Employee_ID,title_clean,cluster,Cluster_Label,Individual_Skills,Skills_String,Skills_Count,Similar_Employee_1,Similar_Employee_1_Score,Similar_Employee_2,Similar_Employee_2_Score,Similar_Employee_3,Similar_Employee_3_Score
EMP_0109,TAR IE Planner Coordinator Beaumont,23,Mechanical Maintenance Planning,"['Oracle/ERP', 'Engineering/Maintenance', 'Safety/EHS', 'Supply Chain', 'Admin/EA']","Oracle/ERP, Engineering/Maintenance, Safety/EHS, Supply Chain, Admin/EA",5,EMP_0095,0.885900021,EMP_0101,0.88380003,EMP_0182,0.832799971
EMP_0110,Commercial Analyst Houston,20,Global Supply Chain Planning,['Finance/Reporting'],Finance/Reporting,1,EMP_0025,0.893599987,EMP_0605,0.882799983,EMP_0593,0.876299977
EMP_0111,HR Assistant Geismar,14,Executive & Legal Administrative Support,"['Excel', 'HR/Payroll', 'Admin/EA', 'Communications/PR']","Excel, HR/Payroll, Admin/EA, Communications/PR",4,EMP_0178,0.896000028,EMP_0409,0.88499999,EMP_0410,0.875199974
EMP_0112,IE Technician Geismar,10,Engineering (Electrical / Instrumentation & Controls),"['Excel', 'Engineering/Maintenance', 'Safety/EHS']","Excel, Engineering/Maintenance, Safety/EHS",3,EMP_0119,0.938600004,EMP_0050,0.889500022,EMP_0097,0.873399973
EMP_0113,Manager Transfer Pricing,12,Tax & Transfer Pricing,"['Oracle/ERP', 'Supply Chain', 'Tax/Transfer Pricing']","Oracle/ERP, Supply Chain, Tax/Transfer Pricing",3,EMP_0368,0.975099981,EMP_0357,0.974699974,EMP_0348,0.974600017
EMP_0114,Maintenance Engineering Mechanical MH,17,Maintenance & Reliability Engineering,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Data Analysis']","ITSM/Service Desk, Engineering/Maintenance, Data Analysis",3,EMP_0166,0.994700015,EMP_0125,0.890299976,EMP_0068,0.889699996
EMP_0115,Operational Buyer Beaumont,21,Procurement / Buying,"['Oracle/ERP', 'Engineering/Maintenance', 'Supply Chain']","Oracle/ERP, Engineering/Maintenance, Supply Chain",3,EMP_0126,0.914600015,EMP_0051,0.898000002,EMP_0176,0.886399984
EMP_0116,Project Accountant Beaumont,21,Procurement / Buying,"['Oracle/ERP', 'Finance/Reporting']","Oracle/ERP, Finance/Reporting",2,EMP_0172,0.966799974,EMP_0099,0.907599986,EMP_0029,0.8301
EMP_0117,Drafter,10,Engineering (Electrical / Instrumentation & Controls),"['Excel', 'Safety/EHS']","Excel, Safety/EHS",2,EMP_0048,0.975399971,EMP_0036,0.824599981,EMP_0004,0.816100001
EMP_0118,Inventory Analyst,21,Procurement / Buying,"['Excel', 'ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Supply Chain', 'Finance/Reporting', 'Data Analysis']","Excel, ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Supply Chain, Finance/Reporting, Data Analysis",7,EMP_0209,0.85769999,EMP_0020,0.84859997,EMP_0596,0.839999974
EMP_0119,IE Supervisor Geismar,10,Engineering (Electrical / Instrumentation & Controls),"['Engineering/Maintenance', 'Safety/EHS']","Engineering/Maintenance, Safety/EHS",2,EMP_0112,0.938600004,EMP_0169,0.87470001,EMP_0181,0.869799972
EMP_0120,"Manager, Finance Projects",12,Tax & Transfer Pricing,"['Oracle/ERP', 'Tax/Transfer Pricing']","Oracle/ERP, Tax/Transfer Pricing",2,EMP_0369,0.980499983,EMP_0121,0.958599985,EMP_0366,0.938399971
EMP_0121,"Senior Analyst, Finance Projects",12,Tax & Transfer Pricing,"['Excel', 'Oracle/ERP', 'Tax/Transfer Pricing']","Excel, Oracle/ERP, Tax/Transfer Pricing",3,EMP_0146,0.962000012,EMP_0120,0.958599985,EMP_0364,0.950500011
EMP_0122,"Manager, Low Carbon Supply Houston",20,Global Supply Chain Planning,"['Excel', 'Tax/Transfer Pricing', 'ESG/Sustainability']","Excel, Tax/Transfer Pricing, ESG/Sustainability",3,EMP_0123,0.973699987,EMP_0198,0.877200007,EMP_0105,0.867900014
EMP_0123,"Manager, Low Carbon Supply",20,Global Supply Chain Planning,"['Excel', 'Tax/Transfer Pricing', 'ESG/Sustainability']","Excel, Tax/Transfer Pricing, ESG/Sustainability",3,EMP_0122,0.973699987,EMP_0198,0.855199993,EMP_0078,0.852599978
EMP_0124,Millwright Geismar,17,Maintenance & Reliability Engineering,"['Engineering/Maintenance', 'Safety/EHS', 'Supply Chain']","Engineering/Maintenance, Safety/EHS, Supply Chain",3,EMP_0086,0.970600009,EMP_0032,0.895799994,EMP_0112,0.872600019
EMP_0125,Reliability Engineer Static Equipment GEI,17,Maintenance & Reliability Engineering,"['Excel', 'Engineering/Maintenance']","Excel, Engineering/Maintenance",2,EMP_0187,0.939800024,EMP_0114,0.890299976,EMP_0166,0.887199998
EMP_0126,Senior Buyer Beaumont,21,Procurement / Buying,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Legal/Contracts']","Excel, Oracle/ERP, Supply Chain, Legal/Contracts",4,EMP_0115,0.914600015,EMP_0051,0.862800002,EMP_0176,0.862600029
EMP_0127,Sr. Process Engineer Damietta,5,Process Engineering,"['Excel', 'Engineering/Maintenance', 'Safety/EHS']","Excel, Engineering/Maintenance, Safety/EHS",3,EMP_0002,0.895399988,EMP_0149,0.882700026,EMP_0007,0.875999987
EMP_0128,Supply Chain Logistic Specialist EUR,2,Customer Service & Logistics (Supply Chain Execution),"['Excel', 'Safety/EHS', 'Supply Chain']","Excel, Safety/EHS, Supply Chain",3,EMP_0027,0.875100017,EMP_0211,0.869400024,EMP_0041,0.868900001
EMP_0129,Product Handling Coordinator Beaumont,8,Plant Operations & HSE / Shift & Lab Support,"['Engineering/Maintenance', 'Safety/EHS', 'Supply Chain']","Engineering/Maintenance, Safety/EHS, Supply Chain",3,EMP_0009,0.870599985,EMP_0035,0.870299995,EMP_0015,0.86559999
EMP_0130,Analyst Yr,20,Global Supply Chain Planning,"['Excel', 'Finance/Reporting', 'Data Analysis']","Excel, Finance/Reporting, Data Analysis",3,EMP_0134,0.980199993,EMP_0058,0.870999992,EMP_0146,0.860800028
EMP_0131,Manager Business Transformation Manufacturing,23,Mechanical Maintenance Planning,"['Engineering/Maintenance', 'Supply Chain', 'Project Management']","Engineering/Maintenance, Supply Chain, Project Management",3,EMP_0075,0.865499973,EMP_0175,0.8653,EMP_0133,0.860599995
EMP_0132,Project Engineer Mechanical,23,Mechanical Maintenance Planning,"['Engineering/Maintenance', 'Safety/EHS', 'Supply Chain', 'Project Management']","Engineering/Maintenance, Safety/EHS, Supply Chain, Project Management",4,EMP_0186,0.925000012,EMP_0013,0.898199975,EMP_0005,0.881200016
EMP_0133,Project Manager Project Ptah,23,Mechanical Maintenance Planning,"['Excel', 'Engineering/Maintenance', 'Supply Chain', 'Legal/Contracts', 'Admin/EA', 'Project Management']","Excel, Engineering/Maintenance, Supply Chain, Legal/Contracts, Admin/EA, Project Management",6,EMP_0444,0.888499975,EMP_0515,0.886200011,EMP_0511,0.885299981
EMP_0134,Senior Analyst Yr,20,Global Supply Chain Planning,"['Excel', 'ESG/Sustainability', 'Finance/Reporting', 'Data Analysis']","Excel, ESG/Sustainability, Finance/Reporting, Data Analysis",4,EMP_0130,0.980199993,EMP_0058,0.888899982,EMP_0175,0.866900027
EMP_0135,Administrative Assistant,14,Executive & Legal Administrative Support,"['Excel', 'Oracle/ERP', 'Supply Chain', 'ESG/Sustainability', 'Finance/Reporting', 'Admin/EA']","Excel, Oracle/ERP, Supply Chain, ESG/Sustainability, Finance/Reporting, Admin/EA",6,EMP_0599,0.93629998,EMP_0608,0.920300007,EMP_0536,0.909600019
EMP_0136,AI Developer,0,Applications & Business Systems Analysis,"['Python', 'Engineering/Maintenance']","Python, Engineering/Maintenance",2,EMP_0542,0.935299993,EMP_0533,0.834800005,EMP_0485,0.829599977
EMP_0137,Customer Service & Logistics Specialist,2,Customer Service & Logistics (Supply Chain Execution),"['Excel', 'Oracle/ERP', 'Engineering/Maintenance', 'Supply Chain']","Excel, Oracle/ERP, Engineering/Maintenance, Supply Chain",4,EMP_0211,0.970399976,EMP_0139,0.899399996,EMP_0021,0.892700016
EMP_0138,Customer Service Representative,2,Customer Service & Logistics (Supply Chain Execution),"['Excel', 'Engineering/Maintenance', 'Supply Chain', 'Legal/Contracts']","Excel, Engineering/Maintenance, Supply Chain, Legal/Contracts",4,EMP_0024,0.927999973,EMP_0026,0.9199,EMP_0021,0.906599998
EMP_0139,Customer Supply Specialist,2,Customer Service & Logistics (Supply Chain Execution),['Supply Chain'],Supply Chain,1,EMP_0026,0.90140003,EMP_0137,0.899399996,EMP_0024,0.895200014
EMP_0140,Finance Coordinator,3,Corporate Admin Support (Office Coordination),"['Excel', 'Admin/EA']","Excel, Admin/EA",2,EMP_0303,0.980199993,EMP_0250,0.920099974,EMP_0248,0.919700027
EMP_0141,IT BRM,19,Enterprise IT / Technology Services,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Finance/Reporting', 'Project Management']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Finance/Reporting, Project Management",5,EMP_0087,0.958100021,EMP_0523,0.949699998,EMP_0509,0.947700024
EMP_0142,IT Service Desk Analyst,22,IT Service Desk & End-User Support,['ITSM/Service Desk'],ITSM/Service Desk,1,EMP_0545,0.975099981,EMP_0522,0.969200015,EMP_0459,0.960099995
EMP_0143,Financial Reporting Analyst,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Oracle/ERP', 'Engineering/Maintenance', 'HR/Payroll', 'Finance/Reporting']","Excel, Oracle/ERP, Engineering/Maintenance, HR/Payroll, Finance/Reporting",5,EMP_0288,0.962499976,EMP_0268,0.958299994,EMP_0258,0.952600002
EMP_0144,"Manager, Finance",1,Treasury & Corporate Finance Leadership,"['Excel', 'Oracle/ERP', 'Supply Chain', 'Tax/Transfer Pricing', 'Finance/Reporting', 'Project Management']","Excel, Oracle/ERP, Supply Chain, Tax/Transfer Pricing, Finance/Reporting, Project Management",6,EMP_0202,0.839299977,EMP_0252,0.833400011,EMP_0061,0.831399977
EMP_0145,Marine Operator,2,Customer Service & Logistics (Supply Chain Execution),"['Excel', 'Supply Chain']","Excel, Supply Chain",2,EMP_0062,0.898000002,EMP_0061,0.898000002,EMP_0211,0.837100029
EMP_0146,Senior Financial Analyst,12,Tax & Transfer Pricing,"['Excel', 'Oracle/ERP', 'Tax/Transfer Pricing']","Excel, Oracle/ERP, Tax/Transfer Pricing",3,EMP_0364,0.975899994,EMP_0358,0.975000024,EMP_0359,0.967800021
EMP_0147,Senior Internal Auditor,11,Internal Audit & SOX Compliance,"['Oracle/ERP', 'Audit/SOX', 'Finance/Reporting']","Oracle/ERP, Audit/SOX, Finance/Reporting",3,EMP_0333,0.958299994,EMP_0329,0.951799989,EMP_0326,0.950299978
EMP_0148,Process Safety Management PSM Specialist Natgasoline,16,Process Safety,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS",3,EMP_0019,0.904299974,EMP_0012,0.903699994,EMP_0149,0.863099992
EMP_0149,Senior Process Engineer Natgasoline,5,Process Engineering,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Project Management']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Project Management",4,EMP_0002,0.920700014,EMP_0013,0.898699999,EMP_0007,0.89289999
EMP_0150,Program Manager RBI,16,Process Safety,"['Excel', 'Engineering/Maintenance', 'Safety/EHS']","Excel, Engineering/Maintenance, Safety/EHS",3,EMP_0141,0.843900025,EMP_0049,0.842599988,EMP_0344,0.827499986
EMP_0151,Finance Manager,6,Financial Reporting & Accounting (Controllership),"['Audit/SOX', 'Tax/Transfer Pricing', 'ESG/Sustainability', 'Finance/Reporting']","Audit/SOX, Tax/Transfer Pricing, ESG/Sustainability, Finance/Reporting",4,EMP_0001,0.902100027,EMP_0299,0.895900011,EMP_0283,0.892799973
EMP_0152,HSE and Process Safety Superintendent,16,Process Safety,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS",3,EMP_0159,0.980199993,EMP_0019,0.886099994,EMP_0012,0.885800004
EMP_0153,"Team Lead, Process",5,Process Engineering,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Project Management']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Project Management",4,EMP_0007,0.932799995,EMP_0192,0.9296,EMP_0013,0.921299994
EMP_0154,"Manager, Maintenance",17,Maintenance & Reliability Engineering,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Project Management']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Project Management",4,EMP_0104,0.925300002,EMP_0155,0.918799996,EMP_0166,0.875899971
EMP_0155,"Manager, Technical",5,Process Engineering,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Project Management']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Project Management",4,EMP_0005,0.923699975,EMP_0154,0.918799996,EMP_0153,0.896600008
EMP_0156,Mechanical Project Execution Coordinator,23,Mechanical Maintenance Planning,"['Safety/EHS', 'Supply Chain', 'Admin/EA']","Safety/EHS, Supply Chain, Admin/EA",3,EMP_0182,0.995100021,EMP_0101,0.924899995,EMP_0186,0.906899989
EMP_0157,Power Engineering Summer Student,8,Plant Operations & HSE / Shift & Lab Support,"['Engineering/Maintenance', 'Safety/EHS']","Engineering/Maintenance, Safety/EHS",2,EMP_0031,0.989400029,EMP_0004,0.782899976,EMP_0036,0.779100001
EMP_0158,"Specialist, Project Services",23,Mechanical Maintenance Planning,"['Engineering/Maintenance', 'Admin/EA']","Engineering/Maintenance, Admin/EA",2,EMP_0133,0.831499994,EMP_0513,0.825200021,EMP_0394,0.823300004
EMP_0159,RC Superintendent,16,Process Safety,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS",3,EMP_0152,0.980199993,EMP_0092,0.898999989,EMP_0012,0.861999989
EMP_0160,Commercial Director,2,Customer Service & Logistics (Supply Chain Execution),"['Supply Chain', 'Tax/Transfer Pricing', 'Legal/Contracts']","Supply Chain, Tax/Transfer Pricing, Legal/Contracts",3,EMP_0076,0.990499973,EMP_0077,0.857599974,EMP_0061,0.851899981
EMP_0161,"Director, Global Communications",9,Corporate Communications & Sustainability/ESG,['Communications/PR'],Communications/PR,1,EMP_0247,0.959999979,EMP_0234,0.947300017,EMP_0240,0.926800013
EMP_0162,Executive Assistant,3,Corporate Admin Support (Office Coordination),"['Excel', 'Supply Chain', 'HR/Payroll', 'Admin/EA']","Excel, Supply Chain, HR/Payroll, Admin/EA",4,EMP_0165,0.914399981,EMP_0227,0.882499993,EMP_0221,0.878099978
EMP_0163,Information Management Analyst,23,Mechanical Maintenance Planning,"['Engineering/Maintenance', 'Supply Chain', 'Admin/EA', 'IT/Business Systems']","Engineering/Maintenance, Supply Chain, Admin/EA, IT/Business Systems",4,EMP_0090,0.862399995,EMP_0186,0.857599974,EMP_0097,0.854200006
EMP_0164,Internal Auditor,11,Internal Audit & SOX Compliance,"['Oracle/ERP', 'Audit/SOX', 'Finance/Reporting', 'Admin/EA']","Oracle/ERP, Audit/SOX, Finance/Reporting, Admin/EA",4,EMP_0331,0.956700027,EMP_0323,0.956099987,EMP_0328,0.95599997
EMP_0165,IT Executive Assistant,3,Corporate Admin Support (Office Coordination),"['Excel', 'Admin/EA']","Excel, Admin/EA",2,EMP_0548,0.943199992,EMP_0536,0.929899991,EMP_0221,0.9199
EMP_0166,Maintenance Engineering Mechanical,17,Maintenance & Reliability Engineering,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Data Analysis']","ITSM/Service Desk, Engineering/Maintenance, Data Analysis",3,EMP_0114,0.994700015,EMP_0068,0.891499996,EMP_0125,0.887199998
EMP_0167,"Manager, Global Gas",20,Global Supply Chain Planning,"['Supply Chain', 'Tax/Transfer Pricing', 'Project Management']","Supply Chain, Tax/Transfer Pricing, Project Management",3,EMP_0081,0.937300026,EMP_0198,0.903299987,EMP_0105,0.884599984
EMP_0168,Senior Maintenance Planning Engineer,17,Maintenance & Reliability Engineering,"['Excel', 'Engineering/Maintenance', 'Safety/EHS', 'Admin/EA', 'Data Analysis', 'Project Management']","Excel, Engineering/Maintenance, Safety/EHS, Admin/EA, Data Analysis, Project Management",6,EMP_0068,0.858399987,EMP_0095,0.858200014,EMP_0183,0.85710001
EMP_0169,"Team Lead, E&I",10,Engineering (Electrical / Instrumentation & Controls),"['Engineering/Maintenance', 'Project Management']","Engineering/Maintenance, Project Management",2,EMP_0155,0.879100025,EMP_0153,0.878600001,EMP_0119,0.87470001
EMP_0170,Administrative Assistant,3,Corporate Admin Support (Office Coordination),['Admin/EA'],Admin/EA,1,EMP_0610,0.867399991,EMP_0043,0.866900027,EMP_0536,0.856599987
EMP_0171,Expression of Interest RC Low Carbon Solutions Advisor,16,Process Safety,"['Safety/EHS', 'Supply Chain', 'ESG/Sustainability']","Safety/EHS, Supply Chain, ESG/Sustainability",3,EMP_0022,0.861000001,EMP_0046,0.842100024,EMP_0177,0.837899983
EMP_0172,Finance Sr Project Accountant,21,Procurement / Buying,"['Excel', 'Oracle/ERP', 'Finance/Reporting']","Excel, Oracle/ERP, Finance/Reporting",3,EMP_0116,0.966799974,EMP_0099,0.878799975,EMP_0029,0.834500015
EMP_0173,Graduate in Training Finance Accounting Discipline,6,Financial Reporting & Accounting (Controllership),"['Excel', 'Data Analysis']","Excel, Data Analysis",2,EMP_0174,0.95539999,EMP_0199,0.944800019,EMP_0093,0.83890003
EMP_0174,Graduate in Training Logistics and Shipping Discipline,2,Customer Service & Logistics (Supply Chain Execution),"['Excel', 'Data Analysis']","Excel, Data Analysis",2,EMP_0173,0.95539999,EMP_0199,0.93900001,EMP_0211,0.819800019
EMP_0175,Internal Job Director Global Manufacturing,20,Global Supply Chain Planning,"['Engineering/Maintenance', 'Supply Chain']","Engineering/Maintenance, Supply Chain",2,EMP_0071,0.887600005,EMP_0075,0.886699975,EMP_0452,0.88499999
EMP_0176,Buyer,23,Mechanical Maintenance Planning,['Supply Chain'],Supply Chain,1,EMP_0051,0.916299999,EMP_0036,0.908900023,EMP_0115,0.886399984
EMP_0177,Environmental Engineer,16,Process Safety,"['Safety/EHS', 'ESG/Sustainability']","Safety/EHS, ESG/Sustainability",2,EMP_0046,0.874199986,EMP_0022,0.872300029,EMP_0611,0.867799997
EMP_0178,Financial Assistant,14,Executive & Legal Administrative Support,"['Oracle/ERP', 'ITSM/Service Desk', 'Supply Chain', 'HR/Payroll', 'Admin/EA', 'Communications/PR']","Oracle/ERP, ITSM/Service Desk, Supply Chain, HR/Payroll, Admin/EA, Communications/PR",6,EMP_0111,0.896000028,EMP_0274,0.879499972,EMP_0536,0.865700006
EMP_0179,"Global Advisor, Material Management",20,Global Supply Chain Planning,"['Oracle/ERP', 'Engineering/Maintenance', 'Supply Chain', 'ESG/Sustainability', 'Data Analysis', 'Project Management']","Oracle/ERP, Engineering/Maintenance, Supply Chain, ESG/Sustainability, Data Analysis, Project Management",6,EMP_0175,0.881099999,EMP_0071,0.847299993,EMP_0452,0.845200002
EMP_0180,HR Business Partner,7,HR Operations,"['Engineering/Maintenance', 'HR/Payroll']","Engineering/Maintenance, HR/Payroll",2,EMP_0003,0.901499987,EMP_0039,0.894800007,EMP_0387,0.889599979
EMP_0181,Lead Process Operator,8,Plant Operations & HSE / Shift & Lab Support,"['Engineering/Maintenance', 'Safety/EHS', 'Supply Chain']","Engineering/Maintenance, Safety/EHS, Supply Chain",3,EMP_0188,0.977500021,EMP_0102,0.922299981,EMP_0184,0.915400028
EMP_0182,Mechanical Project Execution Coordinator,23,Mechanical Maintenance Planning,"['Safety/EHS', 'Supply Chain', 'Admin/EA']","Safety/EHS, Supply Chain, Admin/EA",3,EMP_0156,0.995100021,EMP_0101,0.925999999,EMP_0186,0.911000013
EMP_0183,Planning and Scheduling Lead,23,Mechanical Maintenance Planning,"['Excel', 'Engineering/Maintenance', 'Admin/EA']","Excel, Engineering/Maintenance, Admin/EA",3,EMP_0097,0.949500024,EMP_0182,0.89230001,EMP_0156,0.885699987
EMP_0184,Process Operator,8,Plant Operations & HSE / Shift & Lab Support,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS",3,EMP_0102,0.960300028,EMP_0181,0.915400028,EMP_0188,0.904299974
EMP_0185,Production Shift Supervisor,8,Plant Operations & HSE / Shift & Lab Support,"['Engineering/Maintenance', 'Safety/EHS']","Engineering/Maintenance, Safety/EHS",2,EMP_0084,1,EMP_0194,0.923799992,EMP_0092,0.910300016
EMP_0186,Project Engineer Mechanical,23,Mechanical Maintenance Planning,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Project Management']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Project Management",4,EMP_0132,0.925000012,EMP_0182,0.911000013,EMP_0156,0.906899989
EMP_0187,Sr Reliability Engineer Rotating Equipment,17,Maintenance & Reliability Engineering,"['Excel', 'Oracle/ERP', 'Engineering/Maintenance']","Excel, Oracle/ERP, Engineering/Maintenance",3,EMP_0125,0.939800024,EMP_0068,0.871699989,EMP_0114,0.871100008
EMP_0188,Lead Process Operator,8,Plant Operations & HSE / Shift & Lab Support,"['Engineering/Maintenance', 'Safety/EHS', 'Supply Chain']","Engineering/Maintenance, Safety/EHS, Supply Chain",3,EMP_0181,0.977500021,EMP_0185,0.907299995,EMP_0084,0.907299995
EMP_0189,Accounting Assistant Oct,21,Procurement / Buying,['Engineering/Maintenance'],Engineering/Maintenance,1,EMP_0274,0.851400018,EMP_0277,0.840200007,EMP_0030,0.828599989
EMP_0190,Coordinator Production,8,Plant Operations & HSE / Shift & Lab Support,"['Engineering/Maintenance', 'Safety/EHS', 'Admin/EA']","Engineering/Maintenance, Safety/EHS, Admin/EA",3,EMP_0194,0.921599984,EMP_0185,0.887700021,EMP_0084,0.887700021
EMP_0191,Coordinator Shipping,2,Customer Service & Logistics (Supply Chain Execution),"['Engineering/Maintenance', 'Safety/EHS', 'Supply Chain', 'Project Management']","Engineering/Maintenance, Safety/EHS, Supply Chain, Project Management",4,EMP_0190,0.85799998,EMP_0129,0.849600017,EMP_0211,0.841899991
EMP_0192,Engineer I Process,5,Process Engineering,"['Engineering/Maintenance', 'Project Management']","Engineering/Maintenance, Project Management",2,EMP_0195,0.936800003,EMP_0153,0.9296,EMP_0013,0.905099988
EMP_0193,Process Plant Operator I Level,8,Plant Operations & HSE / Shift & Lab Support,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS",3,EMP_0194,0.897400022,EMP_0184,0.878400028,EMP_0102,0.870800018
EMP_0194,Shift Supervisor,8,Plant Operations & HSE / Shift & Lab Support,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Admin/EA']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Admin/EA",4,EMP_0084,0.923799992,EMP_0185,0.923799992,EMP_0190,0.921599984
EMP_0195,Internal Engineer III Process,5,Process Engineering,"['Engineering/Maintenance', 'Safety/EHS', 'Project Management']","Engineering/Maintenance, Safety/EHS, Project Management",3,EMP_0192,0.936800003,EMP_0153,0.888899982,EMP_0013,0.882200003
EMP_0196,Director JV Asset Management,9,Corporate Communications & Sustainability/ESG,"['Finance/Reporting', 'Communications/PR', 'Project Management']","Finance/Reporting, Communications/PR, Project Management",3,EMP_0299,0.869300008,EMP_0616,0.8671,EMP_0618,0.862800002
EMP_0197,Manager Corporate Development Analysis,6,Financial Reporting & Accounting (Controllership),"['Tax/Transfer Pricing', 'ESG/Sustainability', 'Project Management']","Tax/Transfer Pricing, ESG/Sustainability, Project Management",3,EMP_0078,0.916100025,EMP_0300,0.89230001,EMP_0080,0.886799991
EMP_0198,Manager North America Commercial,20,Global Supply Chain Planning,"['Engineering/Maintenance', 'Safety/EHS']","Engineering/Maintenance, Safety/EHS",2,EMP_0105,0.915899992,EMP_0167,0.903299987,EMP_0081,0.887099981
EMP_0199,GIT,10,Engineering (Electrical / Instrumentation & Controls),['Data Analysis'],Data Analysis,1,EMP_0173,0.944800019,EMP_0174,0.93900001,EMP_0013,0.814100027
EMP_0200,MaintenanceReliability Staff IE Engineer Beaumont,17,Maintenance & Reliability Engineering,"['Oracle/ERP', 'Engineering/Maintenance', 'Safety/EHS', 'Data Analysis']","Oracle/ERP, Engineering/Maintenance, Safety/EHS, Data Analysis",4,EMP_0114,0.875,EMP_0166,0.873300016,EMP_0125,0.861599982
EMP_0201,Manager Rail PD,2,Customer Service & Logistics (Supply Chain Execution),"['Excel', 'Engineering/Maintenance', 'Safety/EHS', 'Supply Chain', 'Audit/SOX']","Excel, Engineering/Maintenance, Safety/EHS, Supply Chain, Audit/SOX",5,EMP_0105,0.894999981,EMP_0209,0.859899998,EMP_0198,0.856000006
EMP_0202,Manager Treasury and Corporate Finance,1,Treasury & Corporate Finance Leadership,"['Engineering/Maintenance', 'Tax/Transfer Pricing', 'Finance/Reporting']","Engineering/Maintenance, Tax/Transfer Pricing, Finance/Reporting",3,EMP_0298,0.970600009,EMP_0377,0.970499992,EMP_0380,0.970499992
EMP_0203,Mechanical Rotating Equipment Technician,17,Maintenance & Reliability Engineering,"['Engineering/Maintenance', 'Safety/EHS']","Engineering/Maintenance, Safety/EHS",2,EMP_0207,0.943400025,EMP_0068,0.881799996,EMP_0064,0.848200023
EMP_0204,Operations Process Operator,8,Plant Operations & HSE / Shift & Lab Support,"['Engineering/Maintenance', 'Safety/EHS', 'HR/Payroll']","Engineering/Maintenance, Safety/EHS, HR/Payroll",3,EMP_0102,0.881399989,EMP_0205,0.876699984,EMP_0184,0.876600027
EMP_0205,Production Operator,8,Plant Operations & HSE / Shift & Lab Support,"['Engineering/Maintenance', 'Safety/EHS']","Engineering/Maintenance, Safety/EHS",2,EMP_0204,0.876699984,EMP_0184,0.871599972,EMP_0102,0.858699977
EMP_0206,RC RC QA Advisor Beaumont,16,Process Safety,"['ITSM/Service Desk', 'Engineering/Maintenance', 'Safety/EHS', 'Data Analysis']","ITSM/Service Desk, Engineering/Maintenance, Safety/EHS, Data Analysis",4,EMP_0107,0.824800014,EMP_0613,0.818700016,EMP_0082,0.816900015
EMP_0207,Rotating Equipment Engineer,17,Maintenance & Reliability Engineering,"['Engineering/Maintenance', 'Safety/EHS']","Engineering/Maintenance, Safety/EHS",2,EMP_0203,0.943400025,EMP_0068,0.903599977,EMP_0187,0.859600008
EMP_0208,Safety Coordinator fix,16,Process Safety,"['ITSM/Service Desk', 'Safety/EHS']","ITSM/Service Desk, Safety/EHS",2,EMP_0022,0.860599995,EMP_0012,0.84829998,EMP_0019,0.84829998
EMP_0209,Senior Analyst Supply Chain,2,Customer Service & Logistics (Supply Chain Execution),"['Excel', 'Oracle/ERP', 'Supply Chain', 'Admin/EA']","Excel, Oracle/ERP, Supply Chain, Admin/EA",4,EMP_0105,0.909300029,EMP_0058,0.906400025,EMP_0604,0.900600016
EMP_0210,Senior Payroll Specialist,7,HR Operations,"['Excel', 'Engineering/Maintenance', 'Tax/Transfer Pricing', 'HR/Payroll', 'Communications/PR']","Excel, Engineering/Maintenance, Tax/Transfer Pricing, HR/Payroll, Communications/PR",5,EMP_0406,0.927399993,EMP_0393,0.922100008,EMP_0392,0.906400025
